VTDID,PCTNAME,PCTCODE,MCDNAME,COUNTYNAME,COUNTYCODE,CONGDIST,MNSENDIST,MNLEGDIST,CTYCOMDIST,JUDDIST,SWCDIST,WARD,HOSPDIST,PARKDIST,TABMODEL,MAILBALLOT,REG7AM,EDR,SIGNATURES,AB_MB,FEDONLYAB,PRESONLYAB,TOTVOTING,USPRSR,USPRSDFL,USPRSLIB,USPRSWTP,USPRSG,USPRSSLP,USPRSSWP,USPRSJFA,USPRSIND,USPRSWI,USPRSTOTAL,USSENR,USSENDFL,USSENLIB,USSENIA,USSENWI,USSENTOTAL,USREPR,USREPDFL,USREPWI,USREPTOTAL,MNSENR,MNSENDFL,MNSENWI,MNSENTOTAL,MNLEGR,MNLEGDFL,MNLEGWI,MNLEGTOTAL,MNCA1YES,MNCA1NO,MNCA1EST,MNCA1TOTAL
270210135,Kego Twp,0135,Kego Twp,Cass,11,8,2,2B,04,09,8021,no data,no data,no data,Digital Scan 200,NO,460,24,262,121,0,0,383,250,126,1,3,3,0,0,0,0,0,383,227,145,1,3,1,377,262,117,0,379,0,0,0,0,258,118,0,376,275,90,18,383
270210140,Lake Shore,0140,Lake Shore,Cass,11,8,5,5A,01,09,8021,no data,no data,no data,Digital Scan 200,NO,972,62,469,426,2,0,897,624,257,1,7,0,0,0,0,0,2,891,549,307,11,17,0,884,629,251,0,880,0,0,0,0,658,216,0,874,621,207,69,897
270210145,Leech Lake Twp,0145,Leech Lake Twp,Cass,11,8,2,2B,05,09,8021,no data,no data,no data,Digital Scan 200,NO,393,28,200,146,0,0,346,218,118,2,5,0,0,0,0,0,3,346,191,146,0,2,0,339,214,117,0,331,0,0,0,0,228,105,0,333,223,95,28,346
270210150,Lima Unorg,0150,Lima Unorg,Cass,11,8,6,6A,05,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,65,3,0,61,0,0,61,41,17,2,1,0,0,0,0,0,0,61,35,21,2,3,0,61,43,16,0,59,0,0,0,0,43,16,0,59,35,24,2,61
270210155,Longville,0155,Longville,Cass,11,8,2,2B,04,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,131,15,0,116,0,0,116,72,42,0,1,0,0,0,0,0,0,115,63,49,1,1,0,114,75,38,0,113,0,0,0,0,76,38,0,114,86,24,6,116
270210160,Loon Lake Twp,0160,Loon Lake Twp,Cass,11,8,5,5A,02,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,536,27,0,480,1,0,481,340,123,5,4,2,0,0,0,1,2,477,315,146,10,6,0,477,345,124,0,469,0,0,0,0,363,105,2,470,339,111,31,481
270210165,McKinley Twp,0165,McKinley Twp,Cass,11,8,5,5A,03,09,8021,no data,no data,no data,Digital Scan 200,NO,79,13,75,6,0,0,81,56,22,0,1,1,0,0,0,1,0,81,48,26,1,4,0,79,56,24,0,80,0,0,0,0,55,24,0,79,52,24,5,81
270210170,Maple Twp,0170,Maple Twp,Cass,11,8,5,5A,02,09,8021,no data,no data,no data,Digital Scan 200,NO,306,10,222,45,0,0,267,218,44,0,5,0,0,0,0,0,0,267,199,61,3,1,0,264,212,46,1,259,0,0,0,0,216,39,1,256,151,95,21,267
270210175,May Twp,0175,May Twp,Cass,11,8,5,5B,02,09,8021,no data,no data,no data,Digital Scan 200,NO,635,56,535,66,0,0,601,521,70,0,7,0,0,0,0,0,1,599,448,117,11,10,0,586,500,77,2,579,0,0,0,0,491,81,0,572,335,216,50,601
270210180,Meadow Brook Twp,0180,Meadow Brook Twp,Cass,11,8,5,5B,02,09,8021,no data,720,no data,"Digital Scan 200, Digital Scan 450",YES,150,6,0,126,0,0,126,101,23,0,0,2,0,0,0,0,0,126,87,30,1,3,0,121,99,24,0,123,0,0,0,0,99,23,0,122,85,31,10,126
270210185,Moose Lake Twp,0185,Moose Lake Twp,Cass,11,8,5,5A,03,09,8021,no data,720,no data,"Digital Scan 200, Digital Scan 450",YES,90,2,0,84,0,0,84,63,20,0,0,0,0,0,0,0,0,83,56,26,0,0,0,82,61,20,0,81,0,0,0,0,60,20,0,80,51,29,4,84
270210187,Motley,0187,Motley,Cass,11,8,5,5B,02,09,8021,no data,720,no data,"Digital Scan 200, Digital Scan 450",YES,12,0,0,8,0,0,8,6,2,0,0,0,0,0,0,0,0,8,7,1,0,0,0,8,7,1,0,8,0,0,0,0,6,2,0,8,6,2,0,8
270210188,Otter Tail Peninsula Twp,0188,Otter Tail Peninsula Twp,Cass,11,8,2,2B,05,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,67,0,0,55,0,0,55,22,32,0,0,1,0,0,0,0,0,55,20,33,0,1,0,54,25,29,0,54,0,0,0,0,24,27,1,52,50,3,2,55
270210190,Pike Bay Twp,0190,Pike Bay Twp,Cass,11,8,2,2B,05,09,8021,no data,no data,no data,Digital Scan 200,NO,908,127,548,128,0,0,676,222,439,2,4,4,0,0,3,1,1,676,186,449,9,13,0,657,211,433,2,646,0,0,0,0,195,456,3,654,557,67,52,676
270210195,Pillager,0195,Pillager,Cass,11,8,5,5B,01,09,8021,no data,no data,no data,Digital Scan 200,NO,335,31,208,75,0,0,283,210,67,0,2,1,0,0,0,1,1,282,182,78,5,5,2,272,200,70,1,271,0,0,0,0,199,68,1,268,187,73,23,283
270210200,Pine Lake Twp,0200,Pine Lake Twp,Cass,11,8,2,2B,04,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,197,9,0,173,0,0,173,101,67,0,1,0,0,0,0,0,1,170,91,81,1,0,0,173,112,60,0,172,0,0,0,0,108,62,0,170,133,30,10,173
270210205,Pine River,0205,Pine River,Cass,11,8,5,5A,02,09,8021,no data,no data,no data,Digital Scan 200,NO,503,64,305,127,2,0,434,286,135,2,6,1,0,0,1,0,1,432,242,153,10,7,0,412,269,141,0,410,0,0,0,0,270,132,0,402,309,81,44,434
270210210,Pine River Twp,0210,Pine River Twp,Cass,11,8,5,5A,02,09,8021,no data,no data,no data,Digital Scan 200,NO,799,88,590,148,0,0,738,572,153,2,7,4,0,0,0,0,0,738,478,199,13,21,0,711,536,177,1,714,0,0,0,0,533,170,1,704,474,205,59,738
270210215,Ponto Lake Twp,0215,Ponto Lake Twp,Cass,11,8,6,6A,03,09,8021,no data,no data,no data,Digital Scan 200,NO,502,23,338,112,1,0,451,287,155,5,2,0,0,0,0,0,1,450,252,176,7,8,0,443,296,145,0,441,0,0,0,0,297,141,0,438,317,111,23,451
270210220,Poplar Twp,0220,Poplar Twp,Cass,11,8,5,5A,03,09,8021,no data,720,no data,"Digital Scan 200, Digital Scan 450",YES,105,11,0,91,0,0,91,81,8,0,0,1,0,0,0,0,0,90,70,16,2,0,0,88,77,11,0,88,0,0,0,0,75,10,0,85,42,38,11,91
270210225,Powers Twp,0225,Powers Twp,Cass,11,8,5,5A,03,09,8021,no data,no data,no data,Digital Scan 200,NO,634,43,449,139,0,0,588,407,178,0,1,0,0,0,0,0,0,586,356,210,4,7,0,577,413,160,0,573,0,0,0,0,416,153,0,569,419,136,33,588
270210230,Remer,0230,Remer,Cass,11,8,6,6A,04,09,8021,no data,no data,no data,Digital Scan 200,NO,222,19,126,51,0,0,177,111,62,3,1,0,0,0,0,0,0,177,91,69,6,3,0,169,104,63,0,167,0,0,0,0,112,57,0,169,130,40,7,177
270210235,Remer Twp,0235,Remer Twp,Cass,11,8,6,6A,04,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,118,10,0,111,0,0,111,81,29,1,0,0,0,0,0,0,0,111,74,31,2,0,0,107,80,24,0,104,0,0,0,0,81,23,0,104,64,36,11,111
270210237,Rogers Point,0237,Rogers Point Unorg,Cass,11,8,2,2B,04,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,2
270210240,Rogers Twp,0240,Rogers Twp,Cass,11,8,2,2B,05,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,69,4,0,64,0,0,64,41,21,0,1,1,0,0,0,0,0,64,38,24,0,1,0,63,41,21,0,62,0,0,0,0,42,21,0,63,39,19,6,64
270210245,Salem Twp,0245,Salem Twp,Cass,11,8,2,2B,05,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,87,1,0,76,0,0,76,59,17,0,0,0,0,0,0,0,0,76,52,23,1,0,0,76,59,17,0,76,0,0,0,0,60,15,0,75,48,24,4,76
270210250,Shingobee Twp,0250,Shingobee Twp,Cass,11,8,2,2B,04,09,8021,no data,no data,no data,Digital Scan 200,NO,1288,85,579,511,0,0,1090,642,426,2,10,4,1,0,1,0,1,1087,563,481,12,13,0,1069,656,411,0,1067,0,0,0,0,669,390,0,1059,815,206,69,1090
270210255,Slater Twp,0255,Slater Twp,Cass,11,8,6,6A,05,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,150,4,0,132,0,0,132,86,43,0,2,0,0,0,0,0,1,132,80,50,1,0,0,131,89,42,0,131,0,0,0,0,93,37,0,130,93,29,10,132
270210260,Smoky Hollow Twp,0260,Smoky Hollow Twp,Cass,11,8,6,6A,03,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,45,1,0,45,0,0,45,33,12,0,0,0,0,0,0,0,0,45,32,12,0,0,0,44,33,12,0,45,0,0,0,0,33,12,0,45,29,16,0,45
270210262,Sucker Lakes,0262,Sucker Lakes Unorg,Cass,11,8,2,2B,05,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,11,1,0,10,0,0,10,3,6,0,1,0,0,0,0,0,0,10,2,8,0,0,0,10,4,6,0,10,0,0,0,0,4,6,0,10,9,1,0,10
270210265,Sylvan Twp,0265,Sylvan Twp,Cass,11,8,5,5B,01,09,8021,no data,no data,no data,Digital Scan 200,NO,2070,227,1390,546,0,0,1936,1359,543,4,11,3,0,0,1,1,4,1926,1199,638,29,30,0,1896,1351,537,1,1889,0,0,0,0,1326,531,0,1857,1330,482,124,1936
270210270,Thunder Lake Twp,0270,Thunder Lake Twp,Cass,11,8,6,6A,03,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,245,7,0,222,0,0,222,141,77,1,2,0,0,0,0,0,1,222,132,83,0,0,0,215,149,71,0,220,0,0,0,0,148,70,0,218,162,46,14,222
270210275,Torrey Twp,0275,Torrey Twp,Cass,11,8,6,6A,05,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,137,3,0,114,0,0,114,82,29,0,2,0,0,0,0,0,1,114,75,36,1,1,0,113,88,23,0,111,0,0,0,0,88,22,0,110,70,39,5,114
270210280,Trelipe Twp,0280,Trelipe Twp,Cass,11,8,6,6A,03,09,8021,no data,no data,no data,Digital Scan 200,NO,138,6,78,46,0,0,124,76,47,0,1,0,0,0,0,0,0,124,64,56,2,2,0,124,76,47,0,123,0,0,0,0,82,41,0,123,83,34,7,124
270210285,Turtle Lake Twp,0285,Turtle Lake Twp,Cass,11,8,2,2B,04,09,8021,no data,no data,no data,Digital Scan 200,NO,568,46,223,218,0,0,441,272,165,1,0,0,0,0,0,0,1,439,236,186,4,5,2,433,271,156,1,428,0,0,0,0,277,158,0,435,313,100,28,441
270210290,Wabedo Twp,0290,Wabedo Twp,Cass,11,8,6,6A,04,09,8021,no data,no data,no data,Digital Scan 200,NO,400,17,199,155,0,0,354,195,152,1,2,0,0,0,0,0,2,352,173,173,2,2,0,350,199,145,0,344,0,0,0,0,203,137,0,340,275,58,21,354
270210295,Wahnena,0295,Wahnena Unorg,Cass,11,8,2,2B,05,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,114,2,0,94,0,0,94,74,18,1,1,0,0,0,0,0,0,94,69,22,1,0,0,92,76,17,0,93,0,0,0,0,74,18,0,92,46,44,4,94
270210300,Walden Twp,0300,Walden Twp,Cass,11,8,5,5A,02,09,8021,no data,no data,no data,"Digital Scan 200, Digital Scan 450",YES,341,19,0,299,0,0,299,216,77,0,4,0,0,0,0,1,1,299,201,91,1,2,0,295,217,74,0,291,0,0,0,0,214,75,0,289,188,82,29,299
