FIPS_VTD,Precinct Name,CC,FIPS,PRCT,LEG,7am,EDR,Signatures,AB-Reg,AB-Fed,AB-Pres,Ballots,PresIR,PresDFL,PresOther,CongIR,CongDFL,CongOther,MNSenIR,MNSenDFL,MNSenOther,MNLegIR,MNLegDFL,MNLegOther
0070055,BLACKDUCK,4,007,55,02B,394,60,305,30,0,0,335,150,133,52,166,162,7,131,184,20,162,156,17
0070060,BUZZLE TWP.,4,007,60,02B,146,27,136,3,0,0,139,47,51,41,60,79,0,56,81,2,57,76,6
0070065,CORMANT TWP.,4,007,65,02B,99,19,93,1,0,0,94,42,19,33,48,46,0,38,52,4,54,39,1
0070070,DURAND TWP.,4,007,70,02B,73,7,54,0,0,0,54,16,28,10,19,32,3,13,37,4,18,32,4
0070075,ECKLES TWP.,4,007,75,04A,381,75,341,16,0,0,357,124,131,102,163,185,9,153,198,6,68,278,11
0070080,FROHN TWP.,4,007,80,04A,653,115,576,25,1,0,602,162,272,168,233,352,17,208,386,8,86,501,15
0070085,FUNKLEY,4,007,85,02B,11,3,8,0,0,0,8,1,6,1,2,6,0,1,7,0,1,7,0
0070090,GRANT VALLEY TWP.,4,007,90,04A,580,100,514,29,0,0,543,185,213,145,249,284,10,240,290,13,107,415,21
0070095,HAGALI TWP.,4,007,95,02B,166,13,137,9,0,0,146,47,70,29,59,83,4,42,99,5,52,86,8
0070100,HAMRE TWP.,4,007,100,02B,20,2,12,0,0,0,12,2,10,0,2,10,0,2,10,0,2,10,0
0070105,HINES TWP.,4,007,105,02B,316,47,264,2,3,0,269,99,116,54,120,144,5,92,166,11,103,154,12
0070110,HORNET TWP.,4,007,110,02B,104,18,89,4,0,0,93,33,32,28,41,47,5,35,52,6,45,41,7
0070115,JONES TWP.,4,007,115,04A,128,9,101,1,0,0,102,50,28,24,57,43,2,62,37,3,33,60,9
0070120,KELLIHER,4,007,120,02B,169,28,137,0,0,0,137,40,59,38,64,67,6,45,88,4,63,68,6
0070125,KELLIHER TWP.,4,007,125,02B,74,14,61,1,1,0,63,28,21,14,39,23,1,27,33,3,43,20,0
0070130,LAMMERS TWP.,4,007,130,04A,216,34,181,13,0,0,194,75,59,60,100,94,0,103,90,1,46,141,7
0070135,LANGOR TWP.,4,007,135,02B,89,7,65,2,0,0,67,25,23,19,31,31,5,27,36,4,29,34,4
0070140,LEE TWP.,4,007,140,02B,34,4,28,0,0,2,30,8,18,4,14,16,0,7,23,0,8,19,3
0070145,LIBERTY TWP.,4,007,145,02B,262,0,218,1,7,0,226,64,92,70,82,135,9,65,145,16,75,130,21
0070150,MAPLE RIDGE TWP.,4,007,150,02B,62,5,44,0,0,0,44,4,21,19,14,28,2,5,37,2,8,30,6
0070155,MINNIE TWP.,4,007,155,02B,12,0,9,0,0,0,9,1,8,0,1,8,0,1,8,0,1,6,2
0070160,MOOSE LAKE TWP.,4,007,160,04A,120,6,69,9,0,0,78,29,29,20,32,44,2,38,39,1,20,55,3
0070165,NEBISH TWP.,4,007,165,02B,170,14,153,0,0,0,153,34,84,35,37,109,7,33,112,8,47,94,12
0070170,NORTHERN TWP.,4,007,170,04A,2197,340,1800,102,8,0,1910,747,712,451,886,970,54,801,1061,48,325,1477,108
0070175,O'BRIEN TWP.,4,007,175,02B,46,0,41,2,0,0,43,15,16,12,21,20,2,10,32,1,10,30,3
0070180,PONEMAH PREC,4,007,180,02B,377,36,209,4,0,0,213,21,169,23,19,185,9,8,197,8,21,183,9
0070185,PORT HOPE TWP.,4,007,185,04A,285,34,232,16,0,0,248,89,105,54,112,130,6,103,141,4,57,185,6
0070190,QUIRING TWP.,4,007,190,02B,48,3,41,0,0,0,41,13,25,3,16,24,1,9,30,2,22,18,1
0070195,RED LAKE AGENCY PREC,4,007,195,02B,837,117,520,11,0,0,531,25,438,68,41,458,32,27,467,37,35,448,48
0070200,REDBY PREC,4,007,200,02B,432,0,241,1,2,0,244,23,208,13,21,220,3,15,224,5,15,221,8
0070205,ROOSEVELT TWP.,4,007,205,02B,123,24,119,2,0,0,121,20,78,23,35,76,10,21,93,7,24,85,12
0070210,SHOOKS TWP.,4,007,210,02B,109,0,91,3,0,0,94,36,25,33,62,28,4,40,46,8,64,27,3
0070215,SHOTLEY TWP.,4,007,215,02B,42,3,40,0,0,0,40,7,21,12,9,30,1,8,28,4,14,23,3
0070220,SOLWAY,4,007,220,04A,57,5,38,2,0,0,40,15,17,8,15,25,0,18,22,0,9,28,3
0070225,SPRUCE GROVE TWP.,4,007,225,02B,39,6,39,1,0,0,40,9,22,9,11,28,1,7,30,3,10,26,4
0070230,STEENERSON TWP.,4,007,230,02B,25,3,26,0,0,0,26,1,13,12,5,19,2,1,25,0,1,23,2
0070235,SUGAR BUSH TWP.,4,007,235,04A,94,9,68,7,0,0,75,32,27,16,37,31,7,32,40,3,20,50,5
0070240,SUMMIT TWP.,4,007,240,02B,122,18,110,6,0,0,116,65,22,29,74,42,0,63,49,4,70,42,4
0070250,TEN LAKE TWP.,4,007,250,04A,420,62,319,22,0,0,341,78,211,52,117,203,21,91,241,9,50,271,20
0070260,TURTLE LAKE TWP.,4,007,260,04A,615,106,526,44,0,0,570,210,226,134,288,269,13,252,309,9,114,426,30
0070265,TURTLE RIVER,4,007,265,04A,40,5,36,1,0,0,37,6,25,6,11,26,0,16,21,0,7,30,0
0070270,TURTLE RIVER TWP.,4,007,270,04A,541,72,433,1,30,0,464,149,214,101,186,262,16,164,289,11,62,377,25
0070275,UNORG. DIST. #1,4,007,275,02B,27,0,21,0,0,0,21,7,10,4,7,14,0,4,15,2,7,13,1
0070280,UNORG. DIST. #2,4,007,280,02B,18,1,13,2,0,0,15,2,5,8,6,9,0,5,10,0,4,11,0
0070285,UNORG. DIST. #3,4,007,285,04A,122,19,99,2,0,0,101,30,43,28,40,54,7,29,71,1,19,77,5
0070290,WASKISH TWP.,4,007,290,02B,87,4,68,2,0,0,70,29,26,15,28,39,3,28,39,3,31,38,1
0070295,WILTON,4,007,295,04A,105,19,94,0,1,0,95,27,35,33,44,47,4,44,48,3,22,71,2
0070300,WOODROW TWP.,4,007,300,02B,51,5,46,1,0,0,47,17,20,10,17,30,0,18,29,0,21,26,0
0070301,TAYLOR/TENSTRIKE,4,007,301,04A,157,22,125,4,0,0,129,50,55,24,64,59,6,55,70,4,34,90,5
0090005,ALBERTA TWP.,5,009,5,17B,424,42,324,10,0,0,334,90,151,93,81,220,33,157,159,18,81,237,16
0090010,FOLEY,5,009,10,17B,1020,159,815,67,0,0,882,335,328,219,259,481,142,403,439,40,211,642,29
0090015,GILMAN,5,009,15,17B,99,12,85,3,0,0,88,35,31,22,30,46,12,52,32,4,31,53,4
0090020,GILMANTON TWP.,5,009,20,17B,435,61,358,9,0,0,367,127,114,126,135,194,38,185,167,15,109,242,16
0090025,GLENDORADO TWP.,5,009,25,17B,396,58,353,13,0,0,366,133,115,118,128,180,58,201,156,9,129,232,5
0090030,GRAHAM TWP.,5,009,30,17B,260,32,246,6,0,0,252,99,64,89,90,124,38,137,102,13,72,167,13
0090035,GRANITE LEDGE TWP.,5,009,35,17B,355,34,303,8,0,0,311,96,97,118,116,167,28,151,147,13,111,189,11
0090040,LANGOLA TWP.,5,009,40,17B,478,66,395,11,0,0,406,164,113,129,146,188,72,220,161,25,148,236,22
0090045,MAYHEW LAKE TWP.,5,009,45,17B,403,48,340,7,0,0,347,127,106,114,123,202,22,207,129,11,91,223,33
0090050,MAYWOOD TWP.,5,009,50,17B,432,56,369,14,0,0,383,129,120,134,142,205,36,212,154,17,143,227,13
0090055,MINDEN TWP.,5,009,55,17B,1051,145,895,27,1,0,923,370,253,300,330,429,164,527,355,41,279,611,33
0090060,RICE,5,009,60,14A,289,65,272,2,0,0,274,87,94,93,63,161,50,47,213,14,118,138,18
0090065,RONNEBY,5,009,65,17B,29,5,28,0,0,0,28,8,9,11,9,14,5,14,13,1,10,18,0
0090070,ST. CLOUD W-2 P-1,5,009,70,16A,483,108,373,10,0,0,383,114,180,89,182,157,44,198,168,17,157,194,32
0090075,ST. CLOUD W-2 P-2,5,009,75,16A,676,192,515,17,0,0,532,150,236,146,233,247,52,268,244,20,217,277,38
0090080,ST. CLOUD W-2 P-3,5,009,80,16A,854,183,693,23,0,0,716,246,292,178,355,297,64,390,291,35,306,371,39
0090085,ST. CLOUD W-2 P-4,5,009,85,16A,852,328,670,45,0,0,715,203,298,214,331,287,97,351,319,45,294,356,65
0090086,ST. CLOUD W-2 P-8,5,009,86,17B,379,97,218,11,0,0,229,70,97,62,105,103,21,88,119,22,74,130,25
0090090,ST. GEORGE TWP.,5,009,90,17B,531,56,454,15,0,0,469,187,140,142,161,255,53,233,206,30,112,343,14
0090095,SARTELL,5,009,95,14A,769,265,635,97,0,0,732,206,250,276,157,106,469,159,414,159,225,336,171
0090096,,5,009,96,14A,0,0,0,0,0,0,0,0,0,0,71,183,52,0,0,0,0,0,0
0090100,SAUK RAPIDS P-1,5,009,100,16A,1433,286,1227,30,0,0,1257,480,450,327,752,423,82,741,492,24,620,595,42
0090105,SAUK RAPIDS P-2,5,009,105,16A,1328,253,1147,43,0,0,1190,416,435,339,663,446,81,696,460,34,585,561,44
0090110,SAUK RAPIDS P-3,5,009,110,16A,1162,294,1010,84,0,1,1095,463,347,285,679,340,76,702,350,43,590,434,71
0090111,SAUK RAPIDS P-4,5,009,111,16A,842,285,717,19,0,0,736,239,285,212,388,271,77,418,288,30,319,370,47
0090115,SAUK RAPIDS TWP P-1,5,009,115,17B,426,0,383,17,0,0,400,147,127,126,125,208,67,181,178,41,116,247,37
0090116,SAUK RAPIDS TWP. P-2,5,009,116,16A,5,2,5,0,0,0,5,0,4,1,1,4,0,1,3,1,0,4,1
0090120,WATAB TWP.,5,009,120,17B,1306,257,1168,29,0,0,1197,332,420,445,291,612,294,537,541,119,312,766,119
0110005,AKRON TWP.,6,011,5,13B,128,16,113,2,0,0,115,20,62,33,32,74,9,43,70,2,32,82,1
0110010,ALMOND TWP.,6,011,10,13B,97,8,83,0,0,0,91,23,51,17,35,53,3,36,54,1,30,60,1
0110015,ARTICHOKE TWP.,6,011,15,13B,62,9,63,2,0,0,65,17,36,12,15,47,3,21,43,1,24,40,1
0110020,BARRY,6,011,20,13A,23,1,19,0,0,0,19,4,9,6,4,13,2,5,12,2,4,14,1
0110025,BIG STONE TWP.,6,011,25,13B,181,14,150,13,0,0,163,48,74,41,76,77,10,80,83,0,79,81,3
0110030,BROWNS VALLEY TWP.,6,011,30,13A,101,9,91,0,0,3,94,14,59,21,23,66,5,29,63,2,16,77,1
0110031,CITY OF BEARDSLEY,6,011,31,13A,187,0,144,8,0,0,152,17,110,25,23,117,12,54,97,1,33,118,1
0110035,CLINTON,6,011,35,13B,365,24,288,30,1,0,319,64,177,78,101,193,25,127,186,6,124,187,8
0110040,CORRELL,6,011,40,13B,38,3,35,2,0,0,37,8,23,6,11,21,5,21,16,0,17,19,1
0110045,FOSTER TWP.,6,011,45,13B,90,6,70,8,0,0,78,21,35,22,23,46,9,29,46,3,28,47,3
0110050,GRACEVILLE,6,011,50,13A,404,38,336,37,0,0,373,108,180,85,116,221,36,134,235,4,66,305,2
0110055,GRACEVILLE TWP.,6,011,55,13A,109,16,86,6,0,0,92,49,23,20,33,29,30,12,78,2,14,66,12
0110056,CITY OF JOHNSON,6,011,56,13A,27,4,27,1,0,0,28,7,14,7,9,15,4,17,10,1,6,22,0
0110060,MALTA TWP.,6,011,60,13A,56,8,0,59,0,0,59,9,35,15,12,43,4,17,42,0,11,48,0
0110065,MOONSHINE TWP.,6,011,65,13A,82,5,0,71,0,0,71,27,32,12,38,32,1,26,45,0,32,39,0
0110070,ODESSA,6,011,70,13B,95,13,93,1,0,0,94,27,40,27,43,40,11,49,45,0,50,44,0
0110075,ODESSA TWP.,6,011,75,13B,107,15,102,4,0,0,106,37,40,29,49,50,7,45,61,0,48,58,0
0110080,ORTONVILLE CTY. W-1,6,011,80,13B,804,70,697,57,0,0,754,306,266,182,383,327,44,421,327,6,420,328,6
0110085,ORTONVILLE CTY. W-2,6,011,85,13B,497,49,437,26,0,0,463,158,209,96,210,221,32,206,253,4,212,244,7
0110086,ORTONVILLE TWP.,6,011,86,13B,71,8,68,0,1,0,69,34,21,14,43,24,2,38,31,0,43,26,0
0110090,OTREY TWP.,6,011,90,13B,68,7,63,4,0,0,67,17,40,10,21,44,2,18,49,0,13,52,2
0110095,PRIOR TWP.,6,011,95,13B,117,8,91,8,0,0,99,23,47,29,37,59,3,41,58,0,35,63,1
0110100,TOQUA TWP.,6,011,100,13A,52,8,39,0,0,0,47,14,27,6,12,33,2,14,33,0,8,39,0
0130005,AMBOY,7,013,5,26A,371,28,279,10,0,0,289,123,85,81,80,205,4,122,164,3,157,118,14
0130010,BEAUFORD TWP.,7,013,10,26B,291,37,245,0,4,0,249,64,83,102,66,179,4,103,138,8,100,144,5
0130015,BUTTERNUT VALLEY TWP.,7,013,15,23B,213,24,182,0,0,0,182,37,71,74,44,136,2,91,88,3,75,103,4
0130020,CAMBRIA TWP.,7,013,20,23B,184,12,136,0,3,0,139,39,57,43,37,102,0,73,65,1,69,66,4
0130025,CERESCO TWP.,7,013,25,26A,166,14,122,0,4,0,126,38,34,54,36,87,3,62,62,2,69,55,2
0130030,DANVILLE TWP.,7,013,30,26B,183,8,134,4,0,0,138,48,51,39,42,94,2,44,92,2,55,80,3
0130035,DECORIA TWP.,7,013,35,26B,535,43,433,14,0,0,447,136,180,131,93,344,10,138,289,20,140,286,21
0130040,EAGLE LAKE CITY,7,013,40,26B,987,145,792,26,0,0,818,235,320,263,192,607,19,256,532,30,293,489,36
0130045,GARDEN CITY TWP.,7,013,45,26A,458,60,369,14,0,0,383,150,136,97,99,276,8,160,212,11,171,206,6
0130050,GOOD THUNDER CITY,7,013,50,26B,362,72,311,31,0,0,342,104,126,112,82,211,49,119,211,12,107,218,17
0130055,JAMESTOWN TWP.,7,013,55,26B,358,33,287,12,0,0,299,117,120,62,82,211,6,109,175,15,120,161,18
0130060,JUDSON TWP.,7,013,60,23B,394,46,325,4,0,0,329,141,93,95,107,217,5,208,112,9,182,132,15
0130065,LAKE CRYSTAL CITY,7,013,65,26A,1311,138,968,51,0,0,1019,336,435,248,274,712,33,376,613,30,414,571,34
0130070,LE RAY TWP.,7,013,70,26B,439,55,354,2,9,0,365,113,125,127,84,273,8,120,231,14,111,237,17
0130075,LIME TWP.,7,013,75,24B,802,111,654,29,0,0,683,231,244,208,202,472,9,269,398,16,405,262,16
0130080,LINCOLN TWP.,7,013,80,26A,158,13,129,0,3,0,132,53,42,37,39,92,1,47,84,1,72,58,2
0130085,LYRA TWP.,7,013,85,26B,216,21,170,6,0,0,176,62,57,57,51,122,3,74,96,6,67,102,7
0130090,MCPHERSON TWP.,7,013,90,26B,261,33,216,2,0,0,218,64,80,74,44,170,4,76,129,13,79,129,10
0130095,MADISON LAKE CITY,7,013,95,26B,409,84,338,11,0,1,350,94,148,108,85,254,11,94,238,18,110,219,21
0130100,MANKATO CITY  P-1,7,013,100,24B,59,24,59,2,0,0,61,13,26,22,16,43,2,19,41,1,25,34,2
0130105,MANKATO CITY  P-2,7,013,105,24A,385,51,273,9,0,0,282,80,114,88,72,202,8,105,173,4,88,188,6
0130106,MANKATO CITY  P-3,7,013,106,24A,1923,346,1408,73,0,0,1481,343,735,403,331,1110,40,474,958,49,417,1003,61
0130110,MANKATO CITY  P-4,7,013,110,24A,1349,190,1147,70,0,0,1217,406,534,277,322,862,33,498,689,30,410,783,24
0130115,MANKATO CITY  P-5,7,013,115,24A,1247,276,851,1,41,0,894,312,386,196,257,594,43,315,530,49,337,508,49
0130120,MANKATO CITY  P-6,7,013,120,24A,1908,498,1380,72,0,0,1452,362,718,372,356,1033,63,457,933,62,435,948,69
0130125,MANKATO CITY  P-7,7,013,125,24A,1259,242,930,61,0,0,991,353,439,199,300,663,28,405,557,29,330,634,27
0130130,MANKATO CITY  P-8,7,013,130,24A,726,64,546,41,0,0,587,233,247,107,167,404,16,244,327,16,220,348,19
0130135,MANKATO CITY  P-9,7,013,135,24A,1674,268,1392,62,0,0,1454,537,609,308,457,964,33,611,806,37,575,840,39
0130140,MANKATO CITY  P-10,7,013,140,24A,454,237,367,2,0,0,369,81,174,114,96,248,25,117,220,32,99,234,36
0130145,MANKATO CITY  P-11,7,013,145,24A,834,110,599,0,33,0,632,204,270,158,175,444,13,216,403,13,190,429,13
0130150,MANKATO CITY  P-12,7,013,150,24A,1836,246,1464,92,0,0,1556,500,673,383,402,1125,29,587,939,30,581,936,39
0130155,MANKATO CITY  P-13,7,013,155,24A,907,246,754,17,0,0,771,186,381,204,188,550,33,242,497,32,236,502,33
0130160,MANKATO CITY  P-14,7,013,160,24A,1013,227,755,77,0,0,832,269,369,194,213,583,36,282,517,33,288,510,34
0130165,MANKATO CITY  P-15,7,013,165,24A,2128,820,1245,0,0,0,1245,264,579,402,379,707,159,338,735,172,362,694,189
0130170,MANKATO CITY  P-16,7,013,170,24A,630,89,494,33,0,0,527,168,234,125,154,367,6,215,308,4,186,334,7
0130175,MANKATO CITY  P-17,7,013,175,24A,449,57,370,23,0,0,393,153,171,69,115,273,5,152,236,5,141,242,10
0130180,MANKATO CITY  P-18,7,013,180,24A,1610,760,1283,13,0,0,1296,303,610,383,359,831,106,362,815,119,363,822,111
0130185,MANKATO CITY   P-19,7,013,185,24A,228,83,170,1,0,0,171,47,71,53,44,126,1,58,111,2,47,120,4
0130195,MANKATO TWP.,7,013,195,24B,1337,140,1083,4,60,0,1147,450,366,331,338,798,11,507,626,14,718,417,12
0130200,MAPLETON CITY,7,013,200,26B,999,86,759,45,0,0,804,243,317,244,187,601,16,232,549,23,213,563,28
0130205,MAPLETON TWP.,7,013,205,26B,219,14,159,8,0,0,167,56,48,63,36,130,1,58,106,3,49,115,3
0130210,MEDO TWP.,7,013,210,26B,238,13,189,10,0,0,199,74,57,68,57,140,2,67,123,9,60,135,4
0130215,PEMBERTON CITY,7,013,215,26B,146,21,123,1,0,0,124,45,30,49,30,93,1,47,76,1,48,73,3
0130220,PLEASANT MOUND TWP.,7,013,220,26A,182,18,157,0,0,2,159,70,33,56,54,99,6,86,70,3,100,53,6
0130225,RAPIDAN TWP.,7,013,225,26A,743,72,582,19,0,0,601,196,187,218,154,437,10,253,332,16,232,347,22
0130230,ST. CLAIR CITY,7,013,230,26B,412,36,310,12,0,0,322,95,120,107,78,241,3,111,202,9,101,206,15
0130235,SHELBY TWP.,7,013,235,26A,217,17,165,4,0,0,169,57,59,53,39,126,4,70,95,4,69,97,3
0130240,SKYLINE CITY,7,013,240,24A,275,19,222,18,0,0,240,107,82,51,104,134,2,134,103,3,126,108,6
0130245,SOUTH BEND TWP.,7,013,245,24A,919,129,647,77,0,0,724,247,265,212,188,513,23,264,439,21,283,423,18
0130250,STERLING TWP.,7,013,250,26B,187,6,146,2,0,0,148,58,32,58,35,112,1,70,74,4,53,89,6
0130255,VERNON CENTER CITY,7,013,255,26A,240,33,174,8,0,0,182,51,57,74,52,128,2,68,110,4,73,102,7
0130260,VERNON CENTER TWP.,7,013,260,26A,202,22,171,12,0,0,183,65,51,67,73,110,0,105,77,1,96,82,5
0150005,ALBIN TWP.,8,015,5,22B,235,16,178,4,0,0,182,64,66,52,74,101,7,78,97,7,69,103,10
0150010,BASHAW TWP.,8,015,10,22B,177,18,147,3,0,0,150,59,37,54,91,55,4,78,69,3,77,72,1
0150015,BURNSTOWN TWP.,8,015,15,23A,186,15,142,3,0,0,145,58,26,61,96,41,8,110,35,0,115,0,30
0150020,COBDEN,8,015,20,23B,44,1,29,0,0,0,29,11,6,12,18,8,3,19,8,2,19,7,3
0150025,COMFREY,8,015,25,22B,277,22,230,3,0,0,233,80,93,60,114,107,12,99,132,2,96,136,1
0150030,COTTONWOOD TWP.,8,015,30,23B,587,55,482,1,0,22,505,178,151,176,244,224,37,315,178,12,259,230,16
0150035,EDEN TWP.,8,015,35,23A,218,19,156,1,0,0,157,87,23,47,103,47,7,120,37,0,130,0,27
0150040,EVAN,8,015,40,23A,48,9,40,0,0,1,41,10,8,23,12,25,4,26,15,0,29,0,12
0150045,HANSKA,8,015,45,23B,308,28,252,6,0,0,258,37,134,87,73,166,19,110,141,7,76,174,8
0150050,HOME TWP.,8,015,50,23A,425,35,335,10,0,0,345,177,60,108,206,119,20,262,74,9,242,0,103
0150055,LAKE HANSKA TWP.,8,015,55,23B,235,11,172,9,0,0,181,62,75,44,77,97,7,104,74,3,90,86,5
0150060,LEAVENWORTH TWP.,8,015,60,23B,216,14,168,0,0,0,168,60,43,65,83,80,5,116,49,3,91,72,5
0150065,LINDEN TWP.,8,015,65,23B,244,20,201,7,0,0,208,44,93,71,66,137,5,98,110,0,79,125,4
0150070,MILFORD TWP.,8,015,70,23A,489,44,410,24,0,0,434,155,102,177,223,187,24,278,141,15,325,0,109
0150075,MULLIGAN TWP.,8,015,75,22B,188,7,144,3,6,0,153,22,70,61,48,96,9,55,91,7,47,100,6
0150080,NEW ULM W-1 P-1,8,015,80,23A,1100,124,780,49,0,0,829,302,289,238,392,362,75,458,327,44,566,0,263
0150085,NEW ULM W-1 P-2,8,015,85,23A,1058,128,782,46,0,0,828,261,311,256,371,373,84,426,364,38,583,0,245
0150090,NEW ULM W-2 P-1,8,015,90,23A,1094,135,781,47,0,0,828,287,281,260,393,359,76,461,332,35,560,0,268
0150095,NEW ULM W-2 P-2,8,015,95,23A,940,153,688,23,0,0,711,227,257,227,294,352,65,360,323,28,498,0,213
0150100,NEW ULM W-3 P-1,8,015,100,23A,1174,125,953,70,0,0,1023,448,336,239,560,392,71,633,355,35,720,0,303
0150105,NEW ULM W-3 P-2,8,015,105,23A,1063,94,806,40,0,0,846,283,294,269,385,388,73,458,351,37,595,0,251
0150110,NEW ULM W-4 P-1,8,015,110,23A,1156,48,889,78,0,0,967,388,341,238,482,413,72,553,382,32,647,0,320
0150115,NEW ULM W-4 P-2,8,015,115,23A,1159,211,426,5,0,0,1107,628,259,220,695,338,74,720,261,126,772,0,335
0150120,NORTH STAR TWP.,8,015,120,23A,206,7,152,2,0,0,154,58,35,61,101,49,4,110,42,2,125,0,29
0150125,PRAIRIEVILLE TWP.,8,015,125,23A,219,11,158,2,0,0,160,80,24,56,100,50,10,114,43,3,120,0,40
0150130,SIGEL TWP.,8,015,130,23B,306,20,246,6,0,0,252,91,70,91,110,123,19,147,99,6,132,113,7
0150135,SLEEPY EYE W-1,8,015,135,23A,1111,107,725,59,0,0,784,349,208,227,442,285,57,518,243,23,489,0,295
0150140,SLEEPY EYE W-2,8,015,140,23A,1113,96,826,24,0,0,850,402,212,236,517,271,62,581,235,34,537,0,313
0150145,SPRINGFIELD W-1,8,015,145,23A,672,82,438,1,28,0,467,164,164,139,279,165,23,300,151,16,367,0,100
0150150,SPRINGFIELD W-2,8,015,150,23A,738,70,540,2,15,0,557,211,164,182,338,190,29,388,159,10,431,0,126
0150155,STARK TWP.,8,015,155,23B,247,25,199,3,0,0,202,90,34,78,114,69,19,127,67,8,122,70,10
0150160,STATELY TWP.,8,015,160,22B,99,5,76,0,0,0,76,17,12,47,40,32,4,36,32,8,24,44,8
0170005,ATKINSON TWP.,9,017,5,08B,195,25,151,7,0,0,158,54,64,40,53,75,30,51,105,2,70,87,1
0170010,AUTOMBA TWP.,9,017,10,08B,94,7,68,2,0,0,70,7,46,17,10,38,22,14,54,2,14,51,5
0170015,BARNUM,9,017,15,08B,282,71,255,9,0,0,264,69,130,65,50,159,55,43,208,13,81,164,19
0170020,BARNUM TWP.,9,017,20,08B,447,73,387,17,0,0,404,94,193,117,75,215,114,75,324,5,119,268,17
0170025,BESEMAN TWP.,9,017,25,08B,71,0,55,0,0,0,55,14,28,13,8,44,3,5,49,1,11,40,4
0170030,BLACKHOOF TWP.,9,017,30,08B,365,76,349,13,0,0,362,103,147,112,109,186,67,94,256,12,148,193,21
0170035,CARLTON,9,017,35,08A,457,68,339,36,0,0,375,89,209,77,95,240,40,74,288,13,251,117,7
0170040,CLOQUET W-1,9,017,40,08A,1407,192,1204,50,0,0,1254,354,668,232,365,770,119,310,917,27,673,547,34
0170045,CLOQUET W-2,9,017,45,08A,1192,234,970,39,0,0,1009,217,578,214,249,646,114,223,763,23,451,525,33
0170050,CLOQUET W-3,9,017,50,08A,1136,238,934,45,0,0,979,243,542,194,247,620,112,250,705,24,471,479,29
0170055,CLOQUET W-4,9,017,55,08A,1176,177,933,46,0,0,979,253,527,199,282,589,108,238,727,14,458,505,16
0170060,CLOQUET W-5 P-1,9,017,60,08A,952,175,839,43,0,0,882,288,398,196,266,523,93,238,626,18,444,413,25
0170065,CLOQUET W-5 P-2,9,017,65,08A,268,63,210,2,0,0,212,40,134,38,53,123,36,36,160,16,60,140,12
0170070,CORONA TWP.,9,017,70,08B,45,2,32,2,0,0,34,9,15,10,5,19,10,3,29,2,12,22,0
0170075,CROMWELL,9,017,75,08B,117,25,86,23,0,0,109,28,65,16,25,71,13,23,84,2,30,73,6
0170080,EAGLE TWP.,9,017,80,08B,336,27,257,16,0,0,273,51,176,46,56,177,40,51,213,9,83,175,15
0170085,HOLYOKE TWP.,9,017,85,08B,197,12,139,12,0,0,151,35,78,38,30,100,21,22,124,5,34,110,7
0170090,KALEVALA TWP.,9,017,90,08B,183,23,153,4,0,0,157,26,86,45,33,87,37,32,121,4,41,108,8
0170095,KETTLE RIVER,9,017,95,08B,113,22,106,4,0,0,110,15,65,30,14,67,29,15,94,1,17,90,3
0170100,LAKEVIEW TWP.,9,017,100,08B,112,4,84,5,0,0,89,17,55,17,12,68,9,12,76,1,24,59,6
0170105,MAHTOWA TWP.,9,017,105,08B,312,44,258,10,0,0,268,67,139,62,70,148,50,56,208,4,93,168,7
0170110,MOOSE LAKE,9,017,110,08B,922,209,650,126,0,0,776,245,400,131,127,342,307,133,622,21,246,500,30
0170115,MOOSE LAKE TWP.,9,017,115,08B,559,82,489,24,0,0,513,153,267,93,88,247,178,73,429,11,179,315,19
0170120,PERCH LAKE TWP.,9,017,120,08B,474,84,413,11,0,0,424,80,252,92,105,261,58,101,315,8,143,254,27
0170125,RED CLOVER TWP.,9,017,125,08B,180,4,135,8,0,0,143,36,87,20,27,101,15,20,121,2,36,99,8
0170130,SAWYER TWP.,9,017,130,08B,221,31,152,11,0,0,163,34,86,43,38,92,33,54,104,5,50,103,10
0170135,SCANLON,9,017,135,08A,577,70,486,18,0,0,504,120,275,109,146,293,65,116,380,8,256,236,12
0170140,SILVER BROOK TWP.,9,017,140,08B,303,24,258,14,0,0,272,79,120,73,79,159,34,55,212,5,94,165,13
0170145,SILVER TWP.,9,017,145,08B,223,28,194,4,0,0,198,50,107,41,40,105,53,23,164,11,63,127,8
0170150,SKELTON TWP.,9,017,150,08B,218,8,162,9,0,0,171,47,84,40,34,86,51,29,141,1,49,118,4
0170155,SPLIT ROCK TWP.,9,017,155,08B,82,5,49,5,0,0,54,11,28,15,14,17,23,8,46,0,17,36,1
0170160,THOMSON,9,017,160,08A,81,11,72,3,0,0,75,8,55,12,10,57,8,8,64,3,42,32,1
0170165,THOMSON TWP.,9,017,165,08A,2429,383,2127,70,0,0,2197,665,1027,505,670,1270,257,672,1449,76,1143,985,69
0170170,TWIN LAKES TWP.,9,017,170,08A,986,170,865,36,0,0,901,242,434,225,280,516,105,253,625,23,568,301,32
0170175,WRENSHALL,9,017,175,08B,192,18,140,5,0,0,145,30,79,36,23,104,18,27,115,3,29,108,8
0170180,WRENSHALL TWP.,9,017,180,08B,168,16,104,17,0,0,121,33,60,28,31,75,15,24,94,3,45,70,6
0170185,WRIGHT,9,017,185,08B,76,8,67,1,0,0,68,16,32,20,20,33,15,14,52,2,26,40,2
